telemetry_name,telemetry_value,vehicle_id_x,meta_time,chassis,lap,vehicle_id_y,meta_time_start,meta_time_end
speed,125.97,GR86-004-78,2025-09-06 18:40:49.983000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.983000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.983000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
nmot,6047.0,GR86-004-78,2025-09-06 18:40:49.984000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
speed,129.15,GR86-004-78,2025-09-06 18:40:49.984000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.984000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.984000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.984000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
speed,130.57,GR86-004-78,2025-09-06 18:40:49.986000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
nmot,6111.0,GR86-004-78,2025-09-06 18:40:49.986000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.986000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.986000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.986000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.986000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.986000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
speed,131.98,GR86-004-78,2025-09-06 18:40:49.987000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
nmot,6176.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.988000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.988000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.988000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.988000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.988000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
nmot,6297.0,GR86-004-78,2025-09-06 18:40:49.988000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
speed,133.33,GR86-004-78,2025-09-06 18:40:49.988000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.988000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
nmot,6234.0,GR86-004-78,2025-09-06 18:40:49.988000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.988000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.988000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
speed,134.65,GR86-004-78,2025-09-06 18:40:49.989000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.989000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.989000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.989000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
speed,136.02,GR86-004-78,2025-09-06 18:40:49.993000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.993000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.993000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
nmot,6364.0,GR86-004-78,2025-09-06 18:40:49.993000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.993000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.994000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:49.994000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.179000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
nmot,6433.0,GR86-004-78,2025-09-06 18:40:50.179000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.179000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
speed,137.42,GR86-004-78,2025-09-06 18:40:50.179000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.180000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.180000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
speed,138.79,GR86-004-78,2025-09-06 18:40:50.180000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.180000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.180000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.180000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.180000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.180000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
nmot,6487.0,GR86-004-78,2025-09-06 18:40:50.180000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.181000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.181000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
nmot,6543.0,GR86-004-78,2025-09-06 18:40:50.182000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.182000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
speed,141.41,GR86-004-78,2025-09-06 18:40:50.182000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.182000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.182000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.182000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
nmot,6675.0,GR86-004-78,2025-09-06 18:40:50.183000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.183000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.183000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
speed,142.77,GR86-004-78,2025-09-06 18:40:50.183000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.183000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.183000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
nmot,6613.0,GR86-004-78,2025-09-06 18:40:50.183000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.183000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.184000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.184000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
speed,145.28,GR86-004-78,2025-09-06 18:40:50.184000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.184000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.184000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
nmot,6804.0,GR86-004-78,2025-09-06 18:40:50.184000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.184000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.184000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.184000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
speed,143.97,GR86-004-78,2025-09-06 18:40:50.184000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.184000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.184000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.185000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.185000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.185000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
nmot,6794.0,GR86-004-78,2025-09-06 18:40:50.188000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
nmot,6495.0,GR86-004-78,2025-09-06 18:40:50.189000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
speed,144.02,GR86-004-78,2025-09-06 18:40:50.189000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.189000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.189000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.189000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.189000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
speed,146.19,GR86-004-78,2025-09-06 18:40:50.189000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.189000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.259000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.259000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.259000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.259000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.259000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.259000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.259000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
nmot,6345.0,GR86-004-78,2025-09-06 18:40:50.259000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.259000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,3.0,GR86-004-78,2025-09-06 18:40:50.259000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
speed,140.58,GR86-004-78,2025-09-06 18:40:50.259000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
speed,132.61,GR86-004-78,2025-09-06 18:40:50.260000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,2.0,GR86-004-78,2025-09-06 18:40:50.260000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,2.0,GR86-004-78,2025-09-06 18:40:50.260000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,2.0,GR86-004-78,2025-09-06 18:40:50.260000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,2.0,GR86-004-78,2025-09-06 18:40:50.260000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
nmot,6292.0,GR86-004-78,2025-09-06 18:40:50.260000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,2.0,GR86-004-78,2025-09-06 18:40:50.260000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,2.0,GR86-004-78,2025-09-06 18:40:50.260000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,2.0,GR86-004-78,2025-09-06 18:40:50.260000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
gear,2.0,GR86-004-78,2025-09-06 18:40:50.260000+00:00,004-78,3.0,GR86-004-78,2025-09-06 18:40:49.987000+00:00,2025-09-06 18:42:36.468000+00:00
